Time,Position_x,Position_y,Position_z,Target_x,Target_y,Target_z
[0.114],0.3360865741726988,-0.29341613680644385,0.0,0.5973607783557368,0.056214771032427426,0.0
[0.116],0.3360865741726988,-0.29341613680644385,0.0,0.5972657511454699,0.05721557924759321,0.0
[0.118],0.3360865741726988,-0.29341613680644385,0.0,0.5971690471991156,0.058216226838403266,0.0
[0.12],0.3360865741726988,-0.29341613680644385,0.0,0.5970706667881561,0.05921671099568608,0.0
[0.122],0.3360865741726988,-0.29341613680644385,0.0,0.5969706101887801,0.06021702891072898,0.0
[0.124],0.3360865741726988,-0.29341613680644385,0.0,0.5968688776818817,0.06121717777528596,0.0
[0.126],0.3360865741726988,-0.29341613680644385,0.0,0.59676546955306,0.062217154781585626,0.0
[0.128],0.3360865741726988,-0.29341613680644385,0.0,0.5966603860926183,0.06321695712233906,0.0
[0.13],0.3360865741726988,-0.29341613680644385,0.0,0.5965536275955629,0.06421658199074767,0.0
[0.132],0.3360865741726988,-0.29341613680644385,0.0,0.5964451943616027,0.0652160265805111,0.0
[0.134],0.3360865741726988,-0.29341613680644385,0.0,0.5963350866951481,0.0662152880858351,0.0
[0.136],0.3360865741726988,-0.29341613680644385,0.0,0.5962233049053103,0.06721436370143939,0.0
[0.138],0.3360865741726988,-0.29341613680644385,0.0,0.5961098493059002,0.06821325062256557,0.0
[0.14],0.3360865741726988,-0.29341613680644385,0.0,0.5959947202154278,0.06921194604498497,0.0
[0.142],0.3360865741726988,-0.29341613680644385,0.0,0.5958779179571012,0.0702104471650065,0.0
[0.144],0.3360865741726988,-0.29341613680644385,0.0,0.5957594428588255,0.07120875117948458,0.0
[0.146],0.3360865741726988,-0.29341613680644385,0.0,0.5956392952532024,0.07220685528582695,0.0
[0.148],0.3360865741726988,-0.29341613680644385,0.0,0.5955174754775285,0.07320475668200255,0.0
[0.15],0.3360865741726988,-0.29341613680644385,0.0,0.595393983873795,0.07420245256654943,0.0
[0.152],0.3360865741726988,-0.29341613680644385,0.0,0.5952688207886866,0.0751999401385826,0.0
[0.154],0.3360865741726988,-0.29341613680644385,0.0,0.5951419865735803,0.0761972165978018,0.0
[0.156],0.3360865741726988,-0.29341613680644385,0.0,0.5950134815845445,0.07719427914449953,0.0
[0.158],0.3360865741726988,-0.29341613680644385,0.0,0.5948833061823381,0.07819112497956876,0.0
[0.16],0.3360865741726988,-0.29341613680644385,0.0,0.5947514607324096,0.07918775130451085,0.0
[0.162],0.3360865741726988,-0.29341613680644385,0.0,0.5946179456048956,0.08018415532144345,0.0
[0.164],0.3360865741726988,-0.29341613680644385,0.0,0.5944827611746205,0.08118033423310822,0.0
[0.166],0.3360865741726988,-0.29341613680644385,0.0,0.5943459078210945,0.08217628524287886,0.0
[0.168],0.3360865741726988,-0.29341613680644385,0.0,0.5942073859285136,0.08317200555476884,0.0
[0.17],0.3360865741726988,-0.29341613680644385,0.0,0.5940671958857575,0.08416749237343923,0.0
[0.172],0.3360865741726988,-0.29341613680644385,0.0,0.5939253380863895,0.0851627429042067,0.0
